4.1335, 4.1399, 1.0291, 9.3026
1.8907, 1.9103, 1.0502, 4.8512
1.6723, 1.6887, 1.0923, 4.4533
1.2160, 1.2438, 1.0077, 3.4675
1.3145, 1.5362, 1.3098, 4.1605
1.1965, 1.4331, 1.2528, 3.8824
0.5046, 0.5720, 1.2611, 2.3377
1.3392, 1.2890, 1.0121, 3.6403
1.0274, 1.2622, 1.0838, 3.3735
1.2431, 1.3133, 1.0251, 3.5814
0.5768, 0.7846, 0.8762, 2.2376
1.2545, 1.5222, 1.1667, 3.9435
1.2264, 1.2311, 0.9479, 3.4054
1.5137, 1.7010, 1.1427, 4.3573
1.3986, 1.5967, 1.1332, 4.1285
0.9579, 1.2654, 1.2827, 3.5060
0.6493, 0.6720, 1.0053, 2.3266
0.7349, 0.8397, 1.0374, 2.6121
0.6982, 0.7634, 0.9122, 2.3738
1.3124, 1.3556, 0.8379, 3.5060
0.5126, 0.4892, 0.9833, 1.9851
1.3336, 1.0326, 0.7040, 3.0702
0.9751, 1.0650, 0.9914, 3.0315
0.8820, 1.2779, 1.2480, 3.4078
1.1118, 1.4219, 1.0791, 3.6127
0.8555, 1.3710, 1.3820, 3.6085
0.4087, 0.5534, 1.2914, 2.2536
0.9598, 1.3157, 1.0018, 3.2773
0.9814, 1.0790, 0.8764, 2.9368
0.9919, 0.9097, 0.7272, 2.6288
0.9898, 1.4810, 1.3539, 3.8247
1.1744, 1.1504, 0.8717, 3.1964
1.0212, 1.1040, 0.7138, 2.8389
0.8471, 1.3866, 1.4382, 3.6719
0.9468, 1.0634, 0.9547, 2.9648
1.4615, 1.9137, 1.1027, 4.4779
0.5140, 0.8014, 1.1366, 2.4521
0.7610, 0.8761, 1.0242, 2.6613
0.9380, 0.9392, 0.8527, 2.7298
0.7992, 0.8637, 0.8837, 2.5466
1.0381, 1.3123, 0.9013, 3.2517
0.4632, 0.5289, 1.0143, 2.0064
0.6632, 0.7532, 0.7807, 2.1971
1.0238, 1.3974, 1.0897, 3.5109
0.9766, 1.4543, 1.1605, 3.5914
0.7465, 1.0475, 1.2323, 3.0263
0.7769, 0.8743, 0.8413, 2.4924
0.6568, 1.0161, 0.9517, 2.6246
1.1187, 1.2079, 0.8898, 3.2164
0.8969, 1.3098, 1.2713, 3.4780
0.5827, 0.9103, 1.2788, 2.7718
0.4673, 0.7271, 0.9908, 2.1852
0.9251, 1.2788, 0.9880, 3.1920
1.3290, 1.3998, 0.8495, 3.5783
0.9679, 1.6673, 1.1853, 3.8205
0.7357, 0.9780, 0.9573, 2.6711
0.9059, 1.4164, 1.1798, 3.5021
0.4993, 0.6134, 1.0111, 2.1238
0.7044, 0.9532, 0.9328, 2.5904
1.1697, 1.3980, 0.9673, 3.5350
1.0959, 1.7078, 1.1549, 3.9586
0.8772, 1.2333, 1.0794, 3.1899
0.5290, 0.7103, 1.0374, 2.2766
0.5757, 0.6760, 0.7767, 2.0284
0.8819, 1.0561, 0.9096, 2.8476
0.7904, 1.1873, 1.0670, 3.0448
0.7448, 1.2384, 1.1396, 3.1228
0.7949, 1.0215, 1.0697, 2.8861
1.0976, 1.2826, 0.9690, 3.3492
0.7488, 0.7628, 0.9000, 2.4116
0.8519, 1.1631, 1.0325, 3.0475
0.8479, 1.1772, 1.1129, 3.1381
1.1489, 1.8746, 1.3903, 4.4138
0.6234, 0.7358, 0.9289, 2.2881
0.2614, 0.2746, 0.8761, 1.4121
1.0054, 1.2644, 1.0209, 3.2906
0.8455, 1.2044, 0.9297, 2.9796
0.7523, 0.8414, 0.8252, 2.4190
0.6962, 0.6938, 0.7150, 2.1050
0.9081, 1.2065, 1.1108, 3.2254
0.5606, 0.7569, 1.0463, 2.3638
0.7650, 0.9365, 0.9293, 2.6307
0.8433, 1.1354, 0.9276, 2.9063
1.0371, 1.5481, 1.2143, 3.7996
0.6523, 0.8102, 1.0620, 2.5245
0.6665, 0.8593, 0.8812, 2.4070
0.7629, 0.8659, 0.9716, 2.6005
0.8163, 1.0567, 0.8487, 2.7217
0.7976, 1.0907, 1.0972, 2.9855
0.8143, 1.1968, 1.0392, 3.0503
0.4115, 0.5193, 1.1037, 2.0345
0.5275, 0.6755, 0.9827, 2.1857
0.7488, 1.0003, 0.9407, 2.6899
0.5794, 0.7393, 0.9121, 2.2308
0.9917, 1.1229, 1.0485, 3.1630
1.1369, 1.4166, 0.9824, 3.5359
0.9048, 1.1373, 0.9800, 3.0221
0.7856, 1.0036, 0.8714, 2.6606
0.6364, 1.1630, 1.1314, 2.9308
0.9512, 1.3555, 1.0335, 3.3402
0.5375, 0.7931, 0.9409, 2.2715
0.6765, 0.9414, 0.9064, 2.5243
0.7404, 1.0769, 1.1523, 2.9696
1.2772, 1.8389, 1.1004, 4.2165
0.9024, 1.3017, 1.0652, 3.2693
0.9725, 1.1836, 0.8647, 3.0208
0.7027, 0.9342, 0.8798, 2.5167
0.7400, 0.9291, 0.7682, 2.4373
0.4609, 0.6314, 1.1949, 2.2872
0.9023, 1.2824, 0.8398, 3.0245
0.6182, 0.8663, 1.0114, 2.4959
0.6193, 1.2387, 1.3183, 3.1763
0.5709, 0.8467, 1.1064, 2.5240
1.2711, 1.7104, 1.1456, 4.1270
0.5359, 0.8227, 1.0959, 2.4544
0.9767, 1.4169, 1.1447, 3.5383
0.6891, 0.9876, 1.1270, 2.8037
0.9162, 1.2613, 0.9479, 3.1254
0.9806, 1.1472, 0.9522, 3.0800
0.8923, 1.1744, 0.9143, 2.9810
0.8748, 1.1191, 0.9277, 2.9216
0.7678, 0.9968, 0.8827, 2.6472
0.5547, 0.8325, 1.0944, 2.4816
0.5726, 0.7585, 0.9644, 2.2955
0.3512, 0.6268, 1.0931, 2.0710
0.9609, 1.3315, 0.9941, 3.2865
0.7564, 0.9921, 1.0784, 2.8268
0.9701, 1.3517, 1.0830, 3.4047
0.7442, 1.0624, 1.0356, 2.8421
0.9057, 1.3729, 1.0318, 3.3104
1.2453, 1.6927, 1.0508, 3.9888
0.6777, 0.9837, 1.0815, 2.7428
0.3843, 0.5230, 1.1132, 2.0205
0.7182, 0.8690, 0.8707, 2.4579
0.4323, 0.6075, 0.8158, 1.8557
0.6535, 0.8795, 0.8954, 2.4284
0.6212, 0.8415, 1.0515, 2.5142
0.8459, 1.1498, 1.0348, 3.0306
0.5621, 0.6787, 0.8037, 2.0445
0.7214, 0.9399, 0.8560, 2.5172
0.8784, 1.2176, 0.8602, 2.9562
1.2124, 1.5525, 1.0300, 3.7949
0.6319, 0.8937, 1.1478, 2.6734
0.7526, 0.9779, 1.0672, 2.7977
0.7630, 0.9033, 0.8527, 2.5191
0.7595, 1.2828, 1.2776, 3.3199
0.6628, 0.9725, 0.9081, 2.5433
0.5451, 0.5806, 0.7433, 1.8690
0.7976, 1.0704, 1.1100, 2.9779
0.5005, 0.7806, 1.0438, 2.3249
0.4763, 0.6703, 0.8624, 2.0090
0.7872, 0.8233, 0.8713, 2.4818
1.0668, 1.5016, 0.9839, 3.5523
0.4203, 0.5698, 0.7957, 1.7858
0.8159, 1.0351, 0.7965, 2.6475
1.1339, 1.1803, 0.7575, 3.0716
0.5970, 0.7885, 0.8578, 2.2433
0.7759, 1.3141, 1.3473, 3.4373
0.7562, 1.1087, 1.0191, 2.8840
0.9043, 1.4046, 1.1660, 3.4748
0.3994, 0.5692, 0.8827, 1.8513
0.5055, 0.6353, 0.8685, 2.0093
1.1112, 1.2754, 0.8078, 3.1944
0.7587, 1.0314, 0.8869, 2.6769
0.9732, 1.2534, 0.9683, 3.1950
0.9608, 1.5127, 1.0603, 3.5337
0.6964, 0.8864, 0.7846, 2.3674
0.3999, 0.5044, 0.9270, 1.8313
0.7120, 0.5528, 0.5891, 1.8540
0.6071, 0.7324, 0.8748, 2.2142
0.8917, 1.1453, 0.9862, 3.0232
0.5970, 0.6920, 0.8758, 2.1648
0.4694, 0.6430, 0.8223, 1.9347
0.9518, 1.5364, 1.0740, 3.5622
0.7487, 1.2430, 1.1338, 3.1256
0.8186, 1.1432, 1.2022, 3.1640
0.8320, 1.2116, 1.0096, 3.0532
0.5598, 0.7738, 0.9922, 2.3258
0.9038, 1.1880, 0.9022, 2.9939
0.9595, 1.1297, 0.9011, 2.9903
0.8821, 1.6691, 1.1264, 3.6776
0.7351, 0.8373, 0.9212, 2.4936
0.6685, 0.7827, 0.6917, 2.1430
0.5963, 0.8648, 1.0517, 2.5128
0.5307, 0.7870, 1.0547, 2.3723
0.6360, 1.0176, 1.0350, 2.6886
0.9424, 1.2163, 0.8513, 3.0100
0.6983, 0.8865, 0.8894, 2.4741
0.8225, 1.0252, 0.9468, 2.7945
0.5130, 0.7220, 0.8644, 2.0994
0.4683, 0.5807, 0.8972, 1.9462
0.8079, 0.9485, 0.6719, 2.4283
0.5227, 0.6496, 0.8938, 2.0661
0.4384, 0.6172, 0.9418, 1.9974
1.1426, 1.5592, 0.9704, 3.6723
1.0360, 1.6526, 0.9918, 3.6804
0.8847, 1.4125, 1.0805, 3.3777
0.5399, 0.8740, 1.0460, 2.4599
0.5770, 0.8672, 0.9810, 2.4252
0.8902, 0.9666, 0.7295, 2.5863
0.3966, 0.6015, 1.0758, 2.0739
0.5990, 0.7966, 0.8885, 2.2841
0.6190, 0.8496, 0.8568, 2.3253
1.2051, 1.4804, 0.9987, 3.6843
0.9018, 1.0185, 0.7582, 2.6785
0.7550, 0.9543, 0.9967, 2.7060
0.6670, 0.8233, 0.7310, 2.2214
0.7658, 1.1754, 1.1154, 3.0566
0.5990, 0.6410, 0.8685, 2.1085
0.6120, 0.7560, 0.7621, 2.1302
0.6122, 0.7314, 0.8281, 2.1717
0.5593, 0.7678, 0.8788, 2.2058
0.9084, 1.1609, 0.9607, 3.0300
0.7463, 0.9085, 0.8743, 2.5290
0.7451, 0.8566, 0.8432, 2.4448
0.6714, 1.3287, 1.1984, 3.1985
0.8662, 1.3894, 1.1758, 3.4314
0.6339, 0.9178, 0.9175, 2.4692
0.4331, 0.5457, 0.7967, 1.7755
0.9349, 1.1626, 0.8098, 2.9073
0.4111, 0.6430, 1.0943, 2.1484
0.5689, 0.6596, 0.8551, 2.0836
0.6604, 1.0249, 0.9126, 2.5979
0.4929, 0.6978, 0.9434, 2.1341
0.7471, 0.9050, 0.9222, 2.5743
0.8723, 1.0910, 0.8255, 2.7888
0.5457, 0.7929, 0.9033, 2.2419
0.6849, 1.1884, 1.0982, 2.9714
0.6230, 0.7448, 0.7758, 2.1436
0.7964, 1.1765, 0.9859, 2.9588
0.7606, 1.3745, 0.9942, 3.1293
0.6706, 0.8134, 0.9092, 2.3932
0.4667, 0.7517, 1.0658, 2.2842
0.6817, 1.0497, 1.0947, 2.8260
0.7743, 1.0039, 0.7645, 2.5427
0.7535, 0.9347, 0.7005, 2.3887
0.6010, 0.6642, 0.8161, 2.0813
0.7222, 0.9252, 0.8797, 2.5270
0.8097, 1.3504, 1.0753, 3.2354
0.7895, 1.1811, 1.0278, 2.9983
0.5183, 0.7558, 1.0472, 2.3213
0.6883, 1.0055, 0.8779, 2.5716
0.4320, 0.7537, 1.2648, 2.4505
0.6216, 0.8879, 0.9109, 2.4204
0.8626, 1.3753, 1.0185, 3.2563
0.3083, 0.4940, 1.0608, 1.8631
0.8124, 0.9600, 0.8731, 2.6455
0.5035, 0.8101, 0.9238, 2.2374
0.7143, 1.0260, 1.0699, 2.8102
0.8633, 1.1053, 0.9544, 2.9230
0.7787, 1.1554, 0.9825, 2.9165
0.7905, 1.1601, 1.1048, 3.0554
0.9517, 1.1324, 0.9457, 3.0299
0.9321, 1.6009, 1.1416, 3.6747
0.6667, 0.8241, 0.9615, 2.4523
0.4732, 0.6951, 1.0090, 2.1772
0.6933, 1.2505, 1.0542, 2.9980
0.6311, 1.0851, 0.8679, 2.5841
0.6136, 0.8258, 0.8846, 2.3240
1.1071, 1.5148, 0.9529, 3.5749
0.7647, 0.9436, 0.8805, 2.5888
0.6172, 0.7078, 0.7217, 2.0467
0.4596, 0.6818, 0.9203, 2.0617
0.4314, 0.6576, 1.0262, 2.1152
0.4979, 0.7109, 1.0765, 2.2853
0.7936, 1.1770, 1.0005, 2.9711
0.8579, 1.2119, 1.0669, 3.1367
0.8205, 1.6030, 1.1985, 3.6221
0.7783, 1.1656, 1.0449, 2.9888
0.8514, 1.1728, 1.0240, 3.0482
0.7784, 0.9079, 0.8149, 2.5012
0.4947, 0.6867, 0.9644, 2.1458
0.9981, 1.0994, 0.8002, 2.8977
